Sun Aug 30 04:19:48 UTC 2026
CONTAINER ID   NAME                                         CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
2324092124cc   scli-prod-otel-collector-1                   12.04%    73.45MiB / 15.61GiB   0.46%     296MB / 56.8MB    26MB / 0B         11
495ee3ba8ca7   scli-prod-loki-1                             1.50%     135.1MiB / 15.61GiB   0.84%     7.68MB / 1.23MB   37.5MB / 35.9MB   11
2d83c1dc2d55   scli-prod-prometheus-1                       0.89%     60.5MiB / 15.61GiB    0.38%     267MB / 10.2MB    23.1MB / 49.2MB   10
69c324771ab1   scli-prod-cadvisor-1                         2.49%     54.09MiB / 15.61GiB   0.34%     1.02MB / 26.8MB   11.1MB / 0B       14
01661e648d22   scli-prod-tempo-1                            10.00%    148.3MiB / 15.61GiB   0.93%     36MB / 1.82MB     42MB / 152MB      10
f2dc97a92823   scli-cockroach-academico                     7.50%     693.6MiB / 15.61GiB   4.34%     2.83MB / 2.68MB   109MB / 2.95GB    16
c93632dac88b   reservas-db-node-3                           32.33%    1.029GiB / 15.61GiB   6.59%     1.39GB / 2.02GB   334MB / 15.4GB    17
4dc514e39488   reservas-db-node-2                           50.60%    837.1MiB / 15.61GiB   5.24%     1.6GB / 860MB     383MB / 15.6GB    32
259331a8e4eb   reservas-db-node-1                           35.76%    1.171GiB / 15.61GiB   7.50%     1.65GB / 1.75GB   371MB / 15.5GB    17
96900f6ec51b   scli-cockroach-auth                          7.25%     727.8MiB / 15.61GiB   4.55%     3.27MB / 4.9MB    103MB / 2.92GB    16
46fef70e501f   scli-cockroach-usuarios                      2.15%     861.7MiB / 15.61GiB   5.39%     2.25MB / 2.43MB   304MB / 2.35GB    13
