CONTAINER ID   NAME                                         CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
765ba75a975c   scli-prod-web-1                              4.02%     6.016MiB / 15.61GiB   0.04%     54.6kB / 52kB     5.18MB / 8.19kB   5
dd9a46833e65   scli-prod-api-gateway-1                      3.97%     316.3MiB / 15.61GiB   1.98%     1.37GB / 10.1GB   1.05MB / 15.3MB   90
7ce52895f310   scli-prod-academico-laboratorios-service-1   0.15%     396.3MiB / 15.61GiB   2.48%     10.3MB / 127MB    14.1MB / 15.3MB   51
7e64cc66503f   scli-prod-auth-service-1                     0.14%     478.3MiB / 15.61GiB   2.99%     19.9MB / 157MB    13.6MB / 15.4MB   53
3b386f0c9148   scli-prod-reservas-solicitudes-service-1     0.19%     636.3MiB / 15.61GiB   3.98%     461MB / 1.82GB    29.8MB / 15.3MB   49
ecddf365fe99   scli-prod-usuarios-service-1                 0.17%     387.5MiB / 15.61GiB   2.42%     9.59MB / 130MB    8.27MB / 15.2MB   51
c0805c9ec749   scli-prod-grafana-1                          0.12%     103.7MiB / 15.61GiB   0.65%     1.51MB / 1.17MB   253MB / 40.6MB    15
2324092124cc   scli-prod-otel-collector-1                   5.25%     63.39MiB / 15.61GiB   0.40%     10.3GB / 665MB    101MB / 0B        11
495ee3ba8ca7   scli-prod-loki-1                             0.74%     100.4MiB / 15.61GiB   0.63%     41MB / 5.51MB     123MB / 260MB     11
2d83c1dc2d55   scli-prod-prometheus-1                       1.08%     79.35MiB / 15.61GiB   0.50%     1.35GB / 38.6MB   324MB / 347MB     10
69c324771ab1   scli-prod-cadvisor-1                         2.35%     60.49MiB / 15.61GiB   0.38%     3.47MB / 94.8MB   41.1MB / 0B       14
01661e648d22   scli-prod-tempo-1                            0.42%     237.9MiB / 15.61GiB   1.49%     540MB / 8.57MB    239MB / 3.43GB    14
f2dc97a92823   scli-cockroach-academico                     17.39%    898.6MiB / 15.61GiB   5.62%     9.17MB / 8.08MB   1.83GB / 15.1GB   17
c93632dac88b   reservas-db-node-3                           77.70%    1.586GiB / 15.61GiB   10.16%    3.13GB / 2.42GB   2.95GB / 44GB     20
4dc514e39488   reservas-db-node-2                           18.52%    1.236GiB / 15.61GiB   7.92%     3.05GB / 2.66GB   2.24GB / 44.3GB   19
259331a8e4eb   reservas-db-node-1                           19.48%    1.525GiB / 15.61GiB   9.77%     3.31GB / 4.45GB   2.92GB / 44.3GB   19
96900f6ec51b   scli-cockroach-auth                          10.60%    940.5MiB / 15.61GiB   5.88%     11.1MB / 18.4MB   2.05GB / 15.5GB   17
46fef70e501f   scli-cockroach-usuarios                      10.48%    989.8MiB / 15.61GiB   6.19%     7.04MB / 7.12MB   1.61GB / 11GB     14
