Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reservas,66620,50130,6,12.964372236721125,2.8174389954074286,2321.309991995804,383.19318522966074,18.511362656581877,13.929369708412631,6,9,12,13,19,31,70,130,470,1600,2300
GET,GET /api/v1/reservas/{id},22486,16887,6,12.766701269243004,3.0952609959058464,2505.007690000639,275.29191496931423,6.248071160250676,4.692305331457493,6,9,11,13,19,30,69,120,470,1800,2500
POST,POST /api/v1/auth/login,50,0,11000.0,10315.500370440568,5123.793245002162,12848.440462003055,2282.0,0.013893247265522274,0.0,11000,11000,12000,12000,12000,12000,13000,13000,13000,13000,13000
,Aggregated,89156,67017,6,18.692331886497957,2.8174389954074286,12848.440462003055,357.0443267979721,24.773327064098076,18.621675039870123,6,9,12,13,19,31,72,130,960,12000,13000
