GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
api-gateway,ec.edu.uteq.scli.api_gateway,ApiGatewayApplication,5,3,0,0,2,1,1,1,1,1
api-gateway,ec.edu.uteq.scli.api_gateway.logging,OpenTelemetryLogBridge,0,5,0,0,0,3,0,1,0,1
api-gateway,ec.edu.uteq.scli.api_gateway.config,JsonAccessDeniedHandler,54,6,0,0,6,1,1,1,1,1
api-gateway,ec.edu.uteq.scli.api_gateway.config,JwtAuthenticationEntryPoint,0,62,0,0,0,15,0,2,0,2
api-gateway,ec.edu.uteq.scli.api_gateway.config,CorsConfig,1,58,1,1,0,15,1,3,0,3
api-gateway,ec.edu.uteq.scli.api_gateway.config,JwtProperties,0,9,0,0,0,1,0,1,0,1
api-gateway,ec.edu.uteq.scli.api_gateway.config,GatewayRoutesConfig,3,0,0,0,1,0,1,0,1,0
api-gateway,ec.edu.uteq.scli.api_gateway.config,SecurityConfig,16,256,3,5,5,45,3,17,0,16
api-gateway,ec.edu.uteq.scli.api_gateway.routes,GatewayRoutes,31,236,3,11,1,39,10,18,7,14
