Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reservas,7286,0,12,14.388582606511534,6.853609000245342,289.41851900162874,105.0,24.326771223511965,0.0,12,13,14,15,19,27,44,61,150,290,290
POST,POST /api/v1/auth/login,50,0,5800,5138.092505539753,976.4875469991239,7277.555245000258,2282.0,0.16694188322475959,0.0,5900,6300,6400,6800,7200,7200,7300,7300,7300,7300,7300
,Aggregated,7336,0,12,49.31022875518421,6.853609000245342,7277.555245000258,119.83778625954199,24.493713106736728,0.0,12,13,14,15,20,29,54,100,7100,7300,7300
