Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reservas,7171,2,16,30.01058928950219,8.242779000283917,927.1077189987409,105.01394505647748,23.93574636124236,0.006675706696762616,16,20,23,26,44,87,220,320,630,930,930
POST,POST /api/v1/auth/login,50,0,7700,7203.480458920168,1414.8897550003312,10423.084519999975,2282.0,0.1668926674190654,0.0,7800,8800,9000,9200,10000,10000,10000,10000,10000,10000,10000
,Aggregated,7221,2,16,79.68147884517779,8.242779000283917,10423.084519999975,120.08793795873147,24.102639028661425,0.006675706696762616,16,20,23,26,47,100,260,450,9600,10000,10000
