Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reservas,7284,1,11,14.732564897164126,6.570909998117713,338.3016750012757,105.00686436024162,24.311232104608113,0.0033376211016760177,11,12,14,15,19,26,48,82,210,340,340
POST,POST /api/v1/auth/login,50,0,4500,4090.1577255598386,1175.9308469991083,5955.383476000861,2282.0,0.16688105508380088,0.0,4500,4700,5000,5200,5400,5800,6000,6000,6000,6000,6000
,Aggregated,7334,1,11,42.51702876860332,6.570909998117713,5955.383476000861,119.84865012271612,24.47811315969191,0.0033376211016760177,11,13,14,15,19,28,65,170,5300,6000,6000
