Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reservas,7154,3,11,14.40014886300848,7.09203899896238,342.2683339995274,105.020967291026,23.88366534810182,0.010015515242424583,11,12,13,14,17,23,44,86,250,340,340
POST,POST /api/v1/auth/login,50,0,8600,8013.807911399929,1620.8355699964159,11542.643572000088,2282.0,0.16692525404040973,0.0,8700,9100,9600,10000,10000,11000,12000,12000,12000,12000,12000
,Aggregated,7204,3,11,69.92074688172637,7.09203899896238,11542.643572000088,120.13048306496391,24.050590602142233,0.010015515242424583,11,12,13,14,18,24,66,170,10000,12000,12000
