Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reservas,7159,0,11,16.159705823725297,8.00966899987543,649.21193400005,105.0,24.094865624193094,0.0,11,13,14,15,20,27,57,110,440,650,650
POST,POST /api/v1/auth/login,50,0,8200.0,7568.434367140143,2230.1587629990536,9948.724978999962,2086.0,0.16828373812119776,0.0,8200,8800,8900,9000,9700,9800,9900,9900,9900,9900,9900
,Aggregated,7209,0,11,68.54058154377302,8.00966899987543,9948.724978999962,118.7397697322791,24.26314936231429,0.0,11,13,14,16,20,29,87,270,9100,9900,9900
