Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reservas,7155,0,12,33.07814219775546,8.097522000753088,2151.972317999025,105.0,23.95527691537911,0.0,12,14,16,17,26,54,190,740,1900,2200,2200
POST,POST /api/v1/auth/login,50,0,8300.0,7655.806153379964,2302.824401998805,9838.368550997984,2086.0,0.167402354405165,0.0,8300,8700,8900,9000,9400,9700,9800,9800,9800,9800,9800
,Aggregated,7205,0,12,85.9770180560637,8.097522000753088,9838.368550997984,118.74739764052741,24.122679269784275,0.0,12,14,16,18,28,63,580,1400,9200,9800,9800
